Wochendatum	Gruppe	Sterbefallzahl	Erwartete_Sterbefahllzahl	zscore	Hochrechnung
2016-05-15	Brandenburg	616	565.949764784431	1.56901670969794	nein
2016-05-22	Brandenburg	570	559.797937962785	0.32535545115449	nein
2016-05-29	Brandenburg	583	553.951031690754	0.926478503019611	nein
2016-06-05	Brandenburg	597	548.486936278261	1.5466567575626	nein
2016-06-12	Brandenburg	525	543.476133890988	-0.603928942217708	nein
2016-06-19	Brandenburg	534	538.981344047245	-0.162870157807591	nein
2016-06-26	Brandenburg	583	535.057330297684	1.54872181615125	nein
2016-07-03	Brandenburg	557	531.750831649897	0.823882933942284	nein
2016-07-10	Brandenburg	523	529.100582156052	-0.201556482704258	nein
2016-07-17	Brandenburg	533	527.137383998337	0.193365242609254	nein
2016-07-24	Brandenburg	514	525.884203010126	-0.394737977511579	nein
2016-07-31	Brandenburg	563	525.356260491954	1.23201899900443	nein
2016-08-07	Brandenburg	542	525.561101082162	0.541496530534414	nein
2016-08-14	Brandenburg	538	526.498623025445	0.379150081682582	nein
2016-08-21	Brandenburg	552	528.16106419343	0.781742665058709	nein
2016-08-28	Brandenburg	557	530.532944427028	0.865395591913957	nein
2016-09-04	Brandenburg	562	533.590971984309	0.925790169515735	nein
2016-09-11	Brandenburg	534	537.303928881724	-0.108350275126869	nein
2016-09-18	Brandenburg	558	541.632556480841	0.531424155011007	nein
2016-09-25	Brandenburg	529	546.529468532086	-0.572523854895705	nein
2016-10-02	Brandenburg	546	551.939123731193	-0.192327118153155	nein
2016-10-09	Brandenburg	572	557.797893321453	0.454739687069954	nein
2016-10-16	Brandenburg	588	564.034261004202	0.760975750805933	nein
2016-10-23	Brandenburg	580	570.569192019196	0.298985589394773	nein
2016-10-30	Brandenburg	546	577.316705380452	-0.998846003595455	nein
2016-11-06	Brandenburg	550	584.18467764548	-1.08463819982773	nein
2016-11-13	Brandenburg	607	591.075898143551	0.495082788771026	nein
2016-11-20	Brandenburg	563	597.88938437822	-1.09408260193215	nein
2016-11-27	Brandenburg	568	604.521952682237	-1.13932715487623	nein
2016-12-04	Brandenburg	613	610.870023742616	0.0653819659445225	nein
2016-12-11	Brandenburg	627	616.831626205455	0.309939845557281	nein
2016-12-18	Brandenburg	642	622.308545325803	0.596070829505272	nein
2016-12-25	Brandenburg	634	627.208548823845	0.205477156374517	nein
2017-01-01	Brandenburg	637	631.447610078281	0.167484151293464	nein
2017-01-08	Brandenburg	731	634.952040788481	2.82512980649529	nein
2017-01-15	Brandenburg	733	637.660442305173	2.79926469495843	nein
2017-01-22	Brandenburg	716	639.525387642461	2.25253854074916	nein
2017-01-29	Brandenburg	717	640.514754950747	2.25144297700683	nein
2017-02-05	Brandenburg	799	640.612647626781	4.5755679719864	nein
2017-02-12	Brandenburg	806	639.819855404385	4.79601464298422	nein
2017-02-19	Brandenburg	837	638.153833374211	5.70616676704727	nein
2017-02-26	Brandenburg	807	635.648200239463	4.95662139737836	nein
2017-03-05	Brandenburg	699	632.351781361475	1.98064839342064	nein
2017-03-12	Brandenburg	640	628.327244431404	0.35293948325115	nein
2017-03-19	Brandenburg	641	623.649394273354	0.525911652931655	nein
2017-03-26	Brandenburg	582	618.403207060036	-1.12467949265768	nein
2017-04-02	Brandenburg	614	612.681692308983	0.0405062981595826	nein
2017-04-09	Brandenburg	613	606.583673167845	0.197908294054924	nein
2017-04-16	Brandenburg	549	600.211571960208	-1.61465893129407	nein
2017-04-23	Brandenburg	562	593.669279474408	-0.998603388110763	nein
2017-04-30	Brandenburg	611	587.060174104222	0.747402677268161	nein
2017-05-07	Brandenburg	582	580.485341962449	0.0478633965857826	nein
2017-05-14	Brandenburg	592	574.04203281494	0.568070534009917	nein
2017-05-21	Brandenburg	587	567.822370381112	0.60982591619244	nein
2017-05-28	Brandenburg	555	561.912320300121	-0.222682630251669	nein
2017-06-04	Brandenburg	568	556.390905711548	0.373830706805991	nein
2017-06-11	Brandenburg	575	551.329649514849	0.763064146442329	nein
2017-06-18	Brandenburg	560	546.792214254293	0.428902755463244	nein
2017-06-25	Brandenburg	569	542.834205287881	0.849549788336375	nein
2017-07-02	Brandenburg	523	539.503100310645	-0.544584622209534	nein
2017-07-09	Brandenburg	532	536.838268149678	-0.159483166696015	nein
2017-07-16	Brandenburg	514	534.871041683974	-0.692797584017703	nein
2017-07-23	Brandenburg	566	533.624813388328	1.05838263348053	nein
2017-07-30	Brandenburg	557	533.115126984183	0.783227887212546	nein
2017-08-06	Brandenburg	567	533.349744658634	1.10001875734656	nein
2017-08-13	Brandenburg	526	534.32867598557	-0.275551465464108	nein
2017-08-20	Brandenburg	559	536.044161791655	0.751008424271033	nein
2017-08-27	Brandenburg	545	538.480613529192	0.213874231483909	nein
2017-09-03	Brandenburg	590	541.614516038998	1.56319259408306	nein
2017-09-10	Brandenburg	505	545.414308698094	-1.33687569350316	nein
2017-09-17	Brandenburg	578	549.840266616525	0.908381991334332	nein
2017-09-24	Brandenburg	539	554.844409505491	-0.515544193998516	nein
2017-10-01	Brandenburg	519	560.37047077077	-1.34994501551583	nein
2017-10-08	Brandenburg	600	566.353962933253	1.0679001070674	nein
2017-10-15	Brandenburg	615	572.72237725511	1.33125223230729	nein
2017-10-22	Brandenburg	557	579.395555066287	-0.714189151972809	nein
2017-10-29	Brandenburg	591	586.2862653902	0.148252375897142	nein
2017-11-05	Brandenburg	604	593.301017797444	0.33392412806657	nein
2017-11-12	Brandenburg	555	600.341130855166	-1.42929448830146	nein
2017-11-19	Brandenburg	643	607.304065173045	1.09375674188993	nein
2017-11-26	Brandenburg	584	614.085016208678	-0.933221195057537	nein
2017-12-03	Brandenburg	561	620.57874629613	-1.85353802857465	nein
2017-12-10	Brandenburg	648	626.68161868868	0.645465645109144	nein
2017-12-17	Brandenburg	622	632.293779888264	-0.31285915418306	nein
2017-12-24	Brandenburg	590	637.321421465829	-1.44686732054335	nein
2017-12-31	Brandenburg	658	641.679040313905	0.488957274616503	nein
2018-01-07	Brandenburg	614	645.291608094499	-0.946499685281983	nein
2018-01-14	Brandenburg	601	648.096557607681	-1.42746716443525	nein
2018-01-21	Brandenburg	703	650.045496601439	1.56205595509951	nein
2018-01-28	Brandenburg	632	651.105568388349	-0.573438135885998	nein
2018-02-04	Brandenburg	659	651.260393205644	0.230678485985906	nein
2018-02-11	Brandenburg	684	650.510543683944	0.992354780884609	nein
2018-02-18	Brandenburg	711	648.873530726219	1.83049270402967	nein
2018-02-25	Brandenburg	794	646.383300834165	4.27251943426367	nein
2018-03-04	Brandenburg	844	643.089270560467	5.7622352049634	nein
2018-03-11	Brandenburg	908	639.054946428756	7.62808777719452	nein
2018-03-18	Brandenburg	862	634.35619767142	6.53393903230473	nein
2018-03-25	Brandenburg	772	629.079263184443	4.19536996605196	nein
2018-04-01	Brandenburg	795	623.318582375137	5.02889591044814	nein
2018-04-08	Brandenburg	717	617.174541816204	2.98749575504902	nein
2018-04-15	Brandenburg	708	610.751226086213	2.92699623776206	nein
2018-04-22	Brandenburg	649	604.154252604992	1.37508926897839	nein
2018-04-29	Brandenburg	583	597.488757743784	-0.454030182903112	nein
2018-05-06	Brandenburg	583	590.857586292513	-0.24716578634142	nein
2018-05-13	Brandenburg	613	584.359719849516	0.89669691034143	nein
2018-05-20	Brandenburg	537	578.088963140203	-1.31984304695208	nein
2018-05-27	Brandenburg	571	572.132891772121	-0.0361500733397614	nein
2018-06-03	Brandenburg	623	566.57205135182	1.78007946140234	nein
2018-06-10	Brandenburg	531	561.479386804959	-0.990580013135199	nein
2018-06-17	Brandenburg	538	556.919872463871	-0.615256716799172	nein
2018-06-24	Brandenburg	518	552.950308082256	-1.14640032631128	nein
2018-07-01	Brandenburg	574	549.619243276077	0.787768675389154	nein
2018-07-08	Brandenburg	527	546.96699270556	-0.655464055831585	nein
2018-07-15	Brandenburg	540	545.025706255668	-0.164509585784302	nein
2018-07-22	Brandenburg	552	543.819462158068	0.266991097260509	nein
2018-07-29	Brandenburg	629	543.364356048777	2.73411341593018	nein
2018-08-05	Brandenburg	715	543.668565024644	5.34678718901998	nein
2018-08-12	Brandenburg	669	544.732372544076	3.92158314628028	nein
2018-08-19	Brandenburg	582	546.548147250686	1.14476201789935	nein
2018-08-26	Brandenburg	588	549.100276253866	1.25193855637726	nein
2018-09-02	Brandenburg	511	552.365060865599	-1.36000359157389	nein
2018-09-09	Brandenburg	538	556.310590052924	-0.595499554922086	nein
2018-09-16	Brandenburg	535	560.896613683319	-0.840630466544692	nein
2018-09-23	Brandenburg	531	566.074443740728	-1.13637772045685	nein
2018-09-30	Brandenburg	524	571.786916751579	-1.54626983058719	nein
2018-10-07	Brandenburg	556	577.968454316869	-0.701390849952896	nein
2018-10-14	Brandenburg	613	584.545260501281	0.89037443099392	nein
2018-10-21	Brandenburg	596	591.435694483835	0.142928529917041	nein
2018-10-28	Brandenburg	575	598.550853964936	-0.7388614204605	nein
2018-11-04	Brandenburg	557	605.795399080593	-1.53250379163062	nein
2018-11-11	Brandenburg	603	613.068637872705	-0.310848902284775	nein
2018-11-18	Brandenburg	574	620.265882787354	-1.43422826193327	nein
2018-11-25	Brandenburg	581	627.280073557873	-1.42628440961653	nein
2018-12-02	Brandenburg	613	634.003645795542	-0.639278010126847	nein
2018-12-09	Brandenburg	645	640.330607560821	0.140445227038947	nein
2018-12-16	Brandenburg	598	646.158769272553	-1.46214734184526	nein
2018-12-23	Brandenburg	694	651.392056855135	1.25849078640523	nein
2018-12-30	Brandenburg	631	655.942825410886	-0.746763879200397	nein
2019-01-06	Brandenburg	643	659.734082247874	-0.498457110632188	nein
2019-01-13	Brandenburg	670	662.701524877445	0.215585695633162	nein
2019-01-20	Brandenburg	635	664.795302336308	-0.887017380382346	nein
2019-01-27	Brandenburg	629	665.981417115859	-1.10199893144655	nein
2019-02-03	Brandenburg	685	666.242699775182	0.551016846689317	nein
2019-02-10	Brandenburg	674	665.579308094962	0.248125974768663	nein
2019-02-17	Brandenburg	697	664.008726024498	0.967448069143119	nein
2019-02-24	Brandenburg	667	661.565262941767	0.160755463045953	nein
2019-03-03	Brandenburg	686	658.299078952728	0.816901229694431	nein
2019-03-10	Brandenburg	686	654.274785174067	0.937531627088425	nein
2019-03-17	Brandenburg	682	649.569687453979	0.961667068135217	nein
2019-03-24	Brandenburg	637	644.271756448063	-0.218719781564367	nein
2019-03-31	Brandenburg	616	638.477415541959	-0.681936258881979	nein
2019-04-07	Brandenburg	630	632.289240516606	-0.069424034776865	nein
2019-04-14	Brandenburg	582	625.813661351028	-1.35090532697519	nein
2019-04-21	Brandenburg	646	619.158747892302	0.81633814644374	nein
2019-04-28	Brandenburg	615	612.432148392044	0.0790340937624204	nein
2019-05-05	Brandenburg	592	605.739234426502	-0.427136998597314	nein
2019-05-12	Brandenburg	548	599.181488861289	-1.61741452654594	nein
2019-05-19	Brandenburg	503	592.855156598749	-2.88940606323599	nein
2019-05-26	Brandenburg	610	586.850161985024	0.723753341523039	nein
2019-06-02	Brandenburg	555	581.249282835125	-0.836346197795646	nein
2019-06-09	Brandenburg	608	576.127559656689	1.00313260171683	nein
2019-06-16	Brandenburg	584	571.551910136942	0.395494488149677	nein
2019-06-23	Brandenburg	598	567.580913375145	0.964839390362857	nein
2019-06-30	Brandenburg	617	564.264725566863	1.66701551967079	nein
2019-07-07	Brandenburg	569	561.645088607256	0.236062731693702	nein
2019-07-14	Brandenburg	583	559.755395023116	0.743844640710263	nein
2019-07-21	Brandenburg	563	558.620776378271	0.141055362362012	nein
2019-07-28	Brandenburg	625	558.25818743909	2.11246933746487	nein
2019-08-04	Brandenburg	619	558.676464582366	1.91199377064597	nein
2019-08-11	Brandenburg	559	559.876343865582	-0.0282386214058919	nein
2019-08-18	Brandenburg	529	561.850431592052	-1.06696545290306	nein
2019-08-25	Brandenburg	541	564.583127856469	-0.761895834585023	nein
2019-09-01	Brandenburg	632	568.050511232632	2.00857050214024	nein
2019-09-08	Brandenburg	578	572.220200244013	0.183853725054232	nein
2019-09-15	Brandenburg	549	577.051214295307	-0.897397090351937	nein
2019-09-22	Brandenburg	562	582.493852978517	-0.651031783209739	nein
2019-09-29	Brandenburg	583	588.489617093266	-0.172734524758407	nein
2019-10-06	Brandenburg	563	594.971290046033	-1.00806960021895	nein
2019-10-13	Brandenburg	629	601.863140977806	0.836738703558117	nein
2019-10-20	Brandenburg	666	609.081298725834	1.73116703692554	nein
2019-10-27	Brandenburg	583	616.53434337282	-1.03865569937945	nein
2019-11-03	Brandenburg	596	624.124146382091	-0.864325572230242	nein
2019-11-10	Brandenburg	627	631.746981402325	-0.14407250567895	nein
2019-11-17	Brandenburg	605	639.294915929443	-1.04280001285494	nein
2019-11-24	Brandenburg	610	646.657479476561	-1.10878800059662	nein
2019-12-01	Brandenburg	641	653.723587358634	-0.380309458075082	nein
2019-12-08	Brandenburg	702	660.383681573074	1.22091281986689	nein
2019-12-15	Brandenburg	597	666.53203273573	-2.08873832102955	nein
2019-12-22	Brandenburg	686	672.069130979399	0.407868071423736	nein
2019-12-29	Brandenburg	632	676.90408057397	-1.32943126857806	nein
2020-01-05	Brandenburg	660	680.956904143627	-0.614798484550587	nein
2020-01-12	Brandenburg	703	684.160658867439	0.546036119999177	nein
2020-01-19	Brandenburg	677	686.463269706453	-0.275705466776778	nein
2020-01-26	Brandenburg	663	687.828993755149	-0.725411115420534	nein
2020-02-02	Brandenburg	694	688.239444950032	0.167002172982382	nein
2020-02-09	Brandenburg	684	687.694128688461	-0.1073878388595	nein
2020-02-16	Brandenburg	723	686.210460008657	1.06038622515182	nein
2020-02-23	Brandenburg	646	683.823265064899	-1.11218848463566	nein
2020-03-01	Brandenburg	652	680.583791703812	-0.840629324720824	nein
2020-03-08	Brandenburg	638	676.55827901486	-1.14038629854267	nein
2020-03-15	Brandenburg	669	671.826156007036	-0.0831350949595592	nein
2020-03-22	Brandenburg	633	666.477954658346	-0.996597748659474	nein
2020-03-29	Brandenburg	676	660.613031613743	0.454460577046113	nein
2020-04-05	Brandenburg	715	654.337195464916	1.78053884249162	nein
2020-04-12	Brandenburg	681	647.760333091888	0.98710733803992	nein
2020-04-19	Brandenburg	652	640.994119735965	0.330414194646241	nein
2020-04-26	Brandenburg	701	634.149884433352	1.98965803960772	nein
2020-05-03	Brandenburg	587	627.336686520318	-1.24128702387114	nein
2020-05-10	Brandenburg	584	620.65964154678	-1.13321746867303	nein
2020-05-17	Brandenburg	574	614.218517457296	-1.25119750657924	nein
2020-05-24	Brandenburg	559	608.10660548787	-1.53957072154926	nein
2020-05-31	Brandenburg	556	602.409855799015	-1.46098914699917	nein
2020-06-07	Brandenburg	612	597.206256046143	0.459726486990611	nein
2020-06-14	Brandenburg	612	592.56542221595	0.605530396580993	nein
2020-06-21	Brandenburg	593	588.548365213513	0.139756118691984	nein
2020-06-28	Brandenburg	595	585.207393743817	0.307850379330294	nein
2020-07-05	Brandenburg	591	582.586113719245	0.265208737159967	nein
2020-07-12	Brandenburg	582	580.719486378376	0.0405100625774643	nein
2020-07-19	Brandenburg	607	579.633911120962	0.860213374445752	nein
2020-07-26	Brandenburg	610	579.347304352924	0.962898242851362	nein
2020-08-02	Brandenburg	609	579.869152028244	0.915090331294264	nein
2020-08-09	Brandenburg	610	581.200520750156	0.903758989009649	nein
2020-08-16	Brandenburg	670	583.334019974556	2.6732048605261	nein
2020-08-23	Brandenburg	599	586.253715800891	0.400078717297847	nein
2020-08-30	Brandenburg	588	589.935004813386	-0.0607976788704955	nein
2020-09-06	Brandenburg	577	594.344464217979	-0.54531463944693	nein
2020-09-13	Brandenburg	604	599.439701852542	0.141886323742826	nein
2020-09-20	Brandenburg	609	605.169236233366	0.118646523456877	nein
2020-09-27	Brandenburg	585	611.472442292088	-0.822522090720538	nein
2020-10-04	Brandenburg	575	618.279602457887	-1.34350297719646	nein
2020-10-11	Brandenburg	602	625.512104819567	-0.721549913705972	nein
2020-10-18	Brandenburg	646	633.082829825987	0.390200902505254	nein
2020-10-25	Brandenburg	673	640.896763956181	0.959157454263772	nein
2020-11-01	Brandenburg	624	648.851872712652	-0.748809913158994	nein
2020-11-08	Brandenburg	632	656.840256021536	-0.74378892754711	nein
2020-11-15	Brandenburg	678	664.749596741263	0.390560146424566	nein
2020-11-22	Brandenburg	669	672.464897840067	-0.101957903995034	nein
2020-11-29	Brandenburg	772	679.870486560344	2.63625518161687	nein
2020-12-06	Brandenburg	805	686.852245509396	3.34492328277485	nein
2020-12-13	Brandenburg	855	693.300012335707	4.5158694196835	nein
2020-12-20	Brandenburg	976	699.110072892335	7.53095237208516	nein
2020-12-27	Brandenburg	1070	704.187659050856	9.7597669561689	nein
2021-01-03	Brandenburg	1115	708.449353030745	10.7428149731299	nein
2021-01-10	Brandenburg	1051	711.825296431264	9.04786648179135	nein
2021-01-17	Brandenburg	1056	714.261104882215	9.09838307664371	nein
2021-01-24	Brandenburg	933	715.719398632906	5.91274169616347	nein
2021-01-31	Brandenburg	865	716.180875147058	4.10361474552148	nein
2021-02-07	Brandenburg	816	715.644870935365	2.79624755151125	nein
2021-02-14	Brandenburg	788	714.129384970916	2.07222522567636	nein
2021-02-21	Brandenburg	721	711.670563228061	0.265993920366588	nein
2021-02-28	Brandenburg	691	708.321671080869	-0.498183143818688	nein
2021-03-07	Brandenburg	647	704.151605413222	-1.66498584214758	nein
2021-03-14	Brandenburg	674	699.243019467024	-0.732266590174916	nein
2021-03-21	Brandenburg	678	693.690149229605	-0.455957671441071	nein
2021-03-28	Brandenburg	645	687.596439614259	-1.25187098806682	nein
2021-04-04	Brandenburg	658	681.072071497035	-0.678067787981058	nein
2021-04-11	Brandenburg	691	674.231487107046	0.490501493131382	nein
2021-04-18	Brandenburg	731	667.191002110878	1.85536166903274	nein
2021-04-25	Brandenburg	698	660.066579158157	1.1157039121617	nein
2021-05-02	Brandenburg	701	652.971821073737	1.41672408726736	nein
2021-05-09	Brandenburg	630	646.016223775643	-0.482723279914699	nein
2021-05-16	Brandenburg	662	639.303710777093	0.680824051211619	nein
2021-05-23	Brandenburg	633	632.931454017998	0.00207867284973732	nein
2021-05-30	Brandenburg	601	626.988970721883	-0.797466519712366	nein
2021-06-06	Brandenburg	697	621.557473642384	2.26450525997653	nein
2021-06-13	Brandenburg	621	616.709442803531	0.131675521458346	nein
2021-06-20	Brandenburg	650	612.508380735893	1.14442404838911	nein
2021-06-27	Brandenburg	616	609.008710136127	0.215760239460982	nein
2021-07-04	Brandenburg	624	606.255772545481	0.547259629151883	nein
2021-07-11	Brandenburg	647	604.285888674666	1.31076949379162	nein
2021-07-18	Brandenburg	680	603.126444980991	2.34053951305143	nein
2021-07-25	Brandenburg	632	602.795976614886	0.900502559112979	nein
2021-08-01	Brandenburg	606	603.304223515113	0.0836890600874055	nein
2021-08-08	Brandenburg	601	604.652143908895	-0.113451126447919	nein
2021-08-15	Brandenburg	619	606.831877474506	0.375682954881874	nein
2021-08-22	Brandenburg	655	609.826658694722	1.37918763905248	nein
2021-08-29	Brandenburg	621	613.610689232719	0.227169431822559	nein
2021-09-05	Brandenburg	617	618.148986256483	-0.0352737810060041	nein
2021-09-12	Brandenburg	669	623.397231256588	1.37715453073336	nein
2021-09-19	Brandenburg	609	629.30165073616	-0.620840256001163	nein
2021-09-26	Brandenburg	625	635.798965838842	-0.327680762356291	nein
2021-10-03	Brandenburg	656	642.816452108545	0.395347213486223	nein
2021-10-10	Brandenburg	635	650.272152696682	-0.458667286432032	nein
2021-10-17	Brandenburg	650	658.075287997634	-0.240605315509785	nein
2021-10-24	Brandenburg	711	666.126901492906	1.31158566358253	nein
2021-10-31	Brandenburg	686	674.320775210477	0.342010223005847	nein
2021-11-07	Brandenburg	722	682.54463851585	1.1407630148777	nein
2021-11-14	Brandenburg	704	690.681681032958	0.385146646571687	nein
2021-11-21	Brandenburg	741	698.612364718952	1.21051452621766	nein
2021-11-28	Brandenburg	861	706.216512176656	4.29150304413737	nein
2021-12-05	Brandenburg	910	713.375629190039	5.38022741725542	nein
2021-12-12	Brandenburg	894	719.975400497831	4.76208194969971	nein
2021-12-19	Brandenburg	873	725.908280461319	4.03075719940303	nein
2021-12-26	Brandenburg	896	731.076086089084	4.48801730396374	nein
2022-01-02	Brandenburg	864	735.392490326964	3.51506360936517	nein
2022-01-09	Brandenburg	754	738.785309827017	0.424957233448261	nein
2022-01-16	Brandenburg	749	741.198484383879	0.217895723506714	nein
2022-01-23	Brandenburg	723	742.59365513686	-0.550106803112395	nein
2022-01-30	Brandenburg	755	742.951265129489	0.335787164438231	nein
2022-02-06	Brandenburg	754	742.27112791731	0.327044246668599	nein
2022-02-13	Brandenburg	709	740.572436087098	-0.890090600787408	nein
2022-02-20	Brandenburg	755	737.893209848185	0.477855570334092	nein
2022-02-27	Brandenburg	699	734.289214112938	-1.00013344838059	nein
2022-03-06	Brandenburg	721	729.832398537809	-0.249563426975222	nein
2022-03-13	Brandenburg	731	724.608936918052	0.18061264757542	nein
2022-03-20	Brandenburg	750	718.716958610739	0.882720987716747	nein
2022-03-27	Brandenburg	702	712.264074353741	-0.293749795170094	nein
2022-04-03	Brandenburg	752	705.364801629813	1.32372122634586	nein
2022-04-10	Brandenburg	700	698.137990885094	0.0536806842503357	nein
2022-04-17	Brandenburg	707	690.70434427549	0.470723792535041	nein
2022-04-24	Brandenburg	688	683.184104410309	0.140270185258656	nein
2022-05-01	Brandenburg	725	675.694973259887	1.42877713312594	nein
2022-05-08	Brandenburg	626	668.350302536531	-1.26233266735579	nein
2022-05-15	Brandenburg	626	661.257577911478	-1.05475653732016	nein
2022-05-22	Brandenburg	666	654.517201662271	0.341190363169906	nein
2022-05-29	Brandenburg	626	648.221562743768	-0.669293133157053	nein
2022-06-05	Brandenburg	601	642.454370516357	-1.26078199667097	nein
2022-06-12	Brandenburg	607	637.290218808652	-0.92226629270042	nein
2022-06-19	Brandenburg	614	632.794340722721	-0.5725352323622	nein
2022-06-26	Brandenburg	669	629.022511466458	1.20289192279065	nein
2022-07-03	Brandenburg	644	626.021056219295	0.54533248700157	nein
2022-07-10	Brandenburg	589	623.826922206209	-1.07340054973955	nein
2022-07-17	Brandenburg	661	622.467778334005	1.16583755377146	nein
2022-07-24	Brandenburg	685	621.96211150056	1.8962443043984	nein
2022-07-31	Brandenburg	690	622.319295622998	2.03297438811575	nein
2022-08-07	Brandenburg	687	623.53961719401	1.90637725486306	nein
2022-08-14	Brandenburg	697	625.614249463438	2.13677826967757	nein
2022-08-21	Brandenburg	704	628.525175889542	2.25180602090622	nein
2022-08-28	Brandenburg	598	632.245072064222	-1.04801410425155	nein
2022-09-04	Brandenburg	573	636.73716363901	-1.95942045004087	nein
2022-09-11	Brandenburg	661	641.95508558798	0.570256723577784	nein
2022-09-18	Brandenburg	653	647.842775121729	0.15425750052188	nein
2022-09-25	Brandenburg	754	654.334436341386	2.89925955959081	nein
2022-10-02	Brandenburg	771	661.354618871835	3.16592273949109	nein
2022-10-09	Brandenburg	734	668.818454782945	1.8909301794125	nein
2022-10-16	Brandenburg	711	676.632097638976	0.99848269453799	nein
2022-10-23	Brandenburg	711	684.693404097113	0.761193650136853	nein
2022-10-30	Brandenburg	735	692.89289179907	1.20665282425241	nein
2022-11-06	Brandenburg	674	701.114997229904	-0.78516302592051	nein
2022-11-13	Brandenburg	744	709.239643857917	0.986156023156668	nein
2022-11-20	Brandenburg	752	717.144114614305	0.983325255007123	nein
2022-11-27	Brandenburg	753	724.705204340786	0.795169300421797	nein
2022-12-04	Brandenburg	817	731.801608272435	2.35343806853509	nein
2022-12-11	Brandenburg	903	738.316483257851	4.45710590035485	nein
2022-12-18	Brandenburg	961	744.140100772678	5.78946470862708	nein
2022-12-25	Brandenburg	1035	749.17249644627	7.51245664015406	nein
2023-01-01	Brandenburg	1023	753.326011295249	7.08977747283808	nein
2023-01-08	Brandenburg	946	756.527616377715	5.04428933372302	nein
2023-01-15	Brandenburg	869	758.720915955927	2.97695010726618	nein
2023-01-22	Brandenburg	771	759.867751326769	0.306533386339497	nein
2023-01-29	Brandenburg	720	759.949344683963	-1.11254260217905	nein
2023-02-05	Brandenburg	759	758.966795248764	0.000917099638206189	nein
2023-02-12	Brandenburg	684	756.941032968215	-2.05127054555401	nein
2023-02-19	Brandenburg	707	753.912215574631	-1.31405545685818	nein
2023-02-26	Brandenburg	660	749.938583154933	-2.55229758020598	nein
2023-03-05	Brandenburg	762	745.094827459141	0.469615004973155	nein
2023-03-12	Brandenburg	775	739.470055413935	0.98677701143997	nein
2023-03-19	Brandenburg	733	733.165442698173	-0.00465175498038638	nein
2023-03-26	Brandenburg	800	726.291682837097	2.04869176570573	nein
2023-04-02	Brandenburg	713	718.966339777567	-0.16967397309185	nein
2023-04-09	Brandenburg	725	711.311207643044	0.389640094852298	nein
2023-04-16	Brandenburg	693	703.449771203543	-0.300839144222588	nein
2023-04-23	Brandenburg	677	695.504845808671	-0.536898603315801	nein
2023-04-30	Brandenburg	677	687.5964576387	-0.308655774094521	nein
2023-05-07	Brandenburg	671	679.840005715267	-0.258879080380948	nein
2023-05-14	Brandenburg	698	672.344727679418	0.749200439748489	nein
2023-05-21	Brandenburg	695	665.212473181247	0.873660531328701	nein
2023-05-28	Brandenburg	669	658.536772833719	0.309915678294624	nein
2023-06-04	Brandenburg	623	652.4021777406	-0.884054998790581	nein
2023-06-11	Brandenburg	671	646.883834970684	0.718289597302082	nein
2023-06-18	Brandenburg	656	642.047258089213	0.418221101071373	nein
2023-06-25	Brandenburg	598	637.948248815212	-1.21858245774399	nein
2023-07-02	Brandenburg	613	634.63292573147	-0.658387259266752	nein
2023-07-09	Brandenburg	622	632.137818316045	-0.308212997612018	nein
2023-07-16	Brandenburg	642	630.489988936702	0.348402935308051	nein
2023-07-23	Brandenburg	582	629.707151404952	-1.4683284304308	nein
2023-07-30	Brandenburg	598	629.797761813097	-0.974308293851765	nein
2023-08-06	Brandenburg	633	630.761065315208	0.0679259850956926	nein
2023-08-13	Brandenburg	642	632.587090950603	0.284629259448164	nein
2023-08-20	Brandenburg	690	635.256595275428	1.63302635438898	nein
2023-08-27	Brandenburg	640	638.740964213517	0.0379681072389916	nein
2023-09-03	Brandenburg	565	643.002090909577	-2.3953724938955	nein
2023-09-10	Brandenburg	612	647.992255188697	-1.08817646853092	nein
2023-09-17	Brandenburg	626	653.654037177552	-0.830527174842905	nein
2023-09-24	Brandenburg	655	659.920303353937	-0.146194202717494	nein
2023-10-01	Brandenburg	660	666.714307343172	-0.198557262897361	nein
2023-10-08	Brandenburg	682	673.949949720928	0.235897306719097	nein
2023-10-15	Brandenburg	684	681.532240460819	0.072006174207167	nein
2023-10-22	Brandenburg	637	689.358004078215	-1.53977414960218	nein
2023-10-29	Brandenburg	714	697.316860673517	0.479572592698357	nein
2023-11-05	Brandenburg	740	705.29250584656	0.987898326951323	nein
2023-11-12	Brandenburg	752	713.164298957074	1.09826781491874	nein
2023-11-19	Brandenburg	738	720.809152854691	0.485934908321745	nein
2023-11-26	Brandenburg	753	728.103699730895	0.698974401932279	nein
2023-12-03	Brandenburg	795	734.926688211077	1.66588954935621	nein
2023-12-10	Brandenburg	838	741.16154754217	2.65374076366868	nein
2023-12-17	Brandenburg	782	746.699037265131	0.976409259244945	nein
2023-12-24	Brandenburg	813	751.439886677773	1.68793318381503	nein
2023-12-31	Brandenburg	816	755.297319179594	1.66052789923194	nein
2024-01-07	Brandenburg	766	758.19935346277	0.215399573010351	nein
2024-01-14	Brandenburg	766	760.090777254054	0.163037328136902	nein
2024-01-21	Brandenburg	732	760.934700140283	-0.804076013605782	nein
2024-01-28	Brandenburg	765	760.713609507786	0.118264040192254	nein
2024-02-04	Brandenburg	760	759.42987673956	0.0157570122456978	nein
